--------- beginning of main
03-03 05:14:10.651 W/auditd  (  336): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 05:14:13.488 I/vold    (  339): Vold 3.0 (the awakening) firing up
03-03 05:14:13.488 V/vold    (  339): Detected support for: ext4 vfat
03-03 05:14:13.751 I/rmt_storage(  373): Shared memory initialised successfully.
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission com.google.android.gm.permission.READ_GMAIL to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.OTHER_SERVICES to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.ALL_SERVICES to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.writely to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.wise to package com.google.android.apps.docs.editors.docs (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.google.android.apps.docs.editors.docs because it was previously installed without
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission android.permission.WRITE_EXTERNAL_STORAGE to package com.nxp.taginfolite because it was previously installed without
12-22 06:59:20.615 W/PackageManager(  879): Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.nxp.taginfolite because it was previously installed without
12-22 06:59:20.615 W/PackageManager(  879): Unknown permission com.android.nfc.permission.NFCEE_ADMIN in package org.simalliance.openmobileapi.service
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.WRITE_SECURE_SETTINGS to package com.google.android.apps.enterprise.dmagent (protectionLevel=50 flags=0x38083e05)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.CONNECTIVITY_INTERNAL to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x38083e05)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.MANAGE_USB to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x38083e05)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.CHANGE_COMPONENT_ENABLED_STATE to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x38083e05)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.MANAGE_CA_CERTIFICATES to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x38083e05)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.MANAGE_USERS to package com.google.android.apps.enterprise.dmagent (protectionLevel=18 flags=0x38083e05)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.GET_ACCOUNTS to package com.google.android.apps.docs.editors.sheets because it was previously installed without
12-22 06:59:20.616 W/PackageManager(  879): Unknown permission android.permission.WRITE_SYNC_STATS in package com.google.android.apps.docs.editors.sheets
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.WRITE_EXTERNAL_STORAGE to package com.google.android.apps.docs.editors.sheets because it was previously installed without
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission android.permission.READ_CONTACTS to package com.google.android.apps.docs.editors.sheets because it was previously installed without
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission com.google.android.gm.permission.READ_GMAIL to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.OTHER_SERVICES to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.ALL_SERVICES to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.writely to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.616 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.wise to package com.google.android.apps.docs.editors.sheets (protectionLevel=2 flags=0x38183e44)
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.google.android.apps.docs.editors.sheets because it was previously installed without
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission android.permission.CAMERA to package com.google.android.apps.docs.editors.slides because it was previously installed without
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission android.permission.RECORD_AUDIO to package com.google.android.apps.docs.editors.slides because it was previously installed without
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission android.permission.GET_ACCOUNTS to package com.google.android.apps.docs.editors.slides because it was previously installed without
12-22 06:59:20.617 W/PackageManager(  879): Unknown permission android.permission.WRITE_SYNC_STATS in package com.google.android.apps.docs.editors.slides
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission android.permission.WRITE_EXTERNAL_STORAGE to package com.google.android.apps.docs.editors.slides because it was previously installed without
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission android.permission.READ_CONTACTS to package com.google.android.apps.docs.editors.slides because it was previously installed without
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission com.google.android.gm.permission.READ_GMAIL to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x38583e44)
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x38583e44)
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.OTHER_SERVICES to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x38583e44)
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.ALL_SERVICES to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x38583e44)
12-22 06:59:20.617 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.writely to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x38583e44)
12-22 06:59:20.618 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH.wise to package com.google.android.apps.docs.editors.slides (protectionLevel=2 flags=0x38583e44)
12-22 06:59:20.618 W/PackageManager(  879): Not granting permission android.permission.READ_CALENDAR to package com.google.android.apps.docs.editors.slides because it was previously installed without
12-22 06:59:20.618 W/PackageManager(  879): Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.google.android.apps.docs.editors.slides because it was previously installed without
12-22 06:59:20.618 W/PackageManager(  879): Not granting permission android.permission.ACCESS_COARSE_LOCATION to package com.google.android.apps.genie.geniewidget because it was previously installed without
12-22 06:59:20.618 W/PackageManager(  879): Not granting permission android.permission.ACCESS_FINE_LOCATION to package com.google.android.apps.genie.geniewidget because it was previously installed without
12-22 06:59:20.618 W/PackageManager(  879): Not granting permission android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS to package com.android.vending (protectionLevel=2 flags=0x384abec5)
12-22 06:59:20.618 W/PackageManager(  879): Unknown permission android.permission.SEND_SMS_NO_CONFIRMATION in package com.android.vending
12-22 06:59:20.619 W/PackageManager(  879): Unknown permission android.permission.NFC_TRANSACTION in package at.psa.app.bankaustria
12-22 06:59:20.619 W/PackageManager(  879): Unknown permission android.permission.SMARTCARD in package at.psa.app.bankaustria
12-22 06:59:20.619 W/PackageManager(  879): Unknown permission com.rise.world.apps.ipc.permission.SMCC in package at.psa.app.bankaustria
12-22 06:59:20.619 W/PackageManager(  879): Unknown permission com.gsma.services.nfc.permission.TRANSACTION_EVENT in package at.psa.app.bankaustria
12-22 06:59:20.619 W/PackageManager(  879): Unknown permission android.permission.NFC_UNLOCK in package com.android.nfc
12-22 06:59:20.619 W/PackageManager(  879): Unknown permission com.android.launcher.permission.READ_SETTINGS in package com.google.android.launcher
12-22 06:59:20.619 W/PackageManager(  879): Unknown permission com.android.launcher.permission.WRITE_SETTINGS in package com.google.android.launcher
12-22 06:59:20.620 W/PackageManager(  879): Unknown permission com.google.android.email.permission.ACCESS_PROVIDER in package com.google.android.gm
12-22 06:59:20.620 W/PackageManager(  879): Unknown permission android.permission.READ_OWNER_DATA in package com.google.android.setupwizard
12-22 06:59:20.620 W/PackageManager(  879): Unknown permission android.permission.WRITE_OWNER_DATA in package com.google.android.setupwizard
12-22 06:59:20.622 W/PackageManager(  879): Unknown permission android.permission.WRITE_SYNC_STATS in package com.google.android.apps.docs
12-22 06:59:20.622 W/PackageManager(  879): Not granting permission com.google.android.apps.photos.permission.GOOGLE_PHOTOS to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.622 W/PackageManager(  879): Not granting permission android.permission.GET_ACCOUNTS to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.622 W/PackageManager(  879): Not granting permission android.permission.ACCESS_FINE_LOCATION to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.622 W/PackageManager(  879): Not granting permission android.permission.ACCESS_COARSE_LOCATION to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.622 W/PackageManager(  879): Not granting permission android.permission.WRITE_EXTERNAL_STORAGE to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.622 W/PackageManager(  879): Not granting permission android.permission.READ_CONTACTS to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.622 W/PackageManager(  879): Not granting permission android.permission.WRITE_CONTACTS to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.623 W/PackageManager(  879): Not granting permission android.permission.READ_PHONE_STATE to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.623 W/PackageManager(  879): Not granting permission android.permission.CAMERA to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.623 W/PackageManager(  879): Not granting permission android.permission.RECORD_AUDIO to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.623 W/PackageManager(  879): Unknown permission com.google.android.gallery3d.permission.PICASA_STORE in package com.google.android.apps.plus
12-22 06:59:20.623 W/PackageManager(  879): Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.google.android.apps.plus because it was previously installed without
12-22 06:59:20.623 W/PackageManager(  879): Not granting permission android.permission.INTERACT_ACROSS_USERS to package com.google.android.syncadapters.contacts (protectionLevel=50 flags=0x38883e45)
12-22 06:59:20.623 W/PackageManager(  879): Unknown permission com.chrome.permission.DEVICE_EXTRAS in package com.android.chrome
12-22 06:59:20.623 W/PackageManager(  879): Unknown permission com.sec.enterprise.knox.MDM_CONTENT_PROVIDER in package com.android.chrome
12-22 06:59:20.624 W/PackageManager(  879): Unknown permission com.google.android.wearable.READ_SETTINGS in package com.google.android.gms
12-22 06:59:20.625 W/PackageManager(  879): Unknown permission com.android.launcher.permission.PRELOAD_WORKSPACE in package com.google.android.partnersetup
12-22 06:59:20.625 W/PackageManager(  879): Not granting permission com.google.android.googleapps.permission.GOOGLE_AUTH to package com.google.android.videos (protectionLevel=2 flags=0x38583ec5)
12-22 06:59:20.625 W/PackageManager(  879): Not granting permission android.permission.READ_LOGS to package com.tsf.shell (protectionLevel=50 flags=0x3818be44)
12-22 06:59:20.625 W/PackageManager(  879): Unknown permission com.google.android.gallery3d.permission.PICASA_STORE in package com.google.android.apps.photos
12-22 06:59:20.625 W/PackageManager(  879): Not granting permission android.permission.CONTROL_KEYGUARD to package com.google.android.gsf.login (protectionLevel=2 flags=0x3048be45)
12-22 06:59:20.626 W/PackageManager(  879): Unknown permission com.android.vending.billing.IBillingAccountService.BIND2 in package com.google.android.gsf.login
12-22 06:59:20.626 W/PackageManager(  879): Unknown permission com.android.launcher.permission.READ_SETTINGS in package com.android.settings
12-22 06:59:20.626 W/PackageManager(  879): Unknown permission com.android.launcher.permission.WRITE_SETTINGS in package com.android.settings
12-22 06:59:20.626 W/PackageManager(  879): Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.google.android.apps.books because it was previously installed without
12-22 06:59:20.626 W/PackageManager(  879): Unknown permission com.android.permission.DCMO_SETTINGS in package com.android.omadm.service
12-22 06:59:20.626 W/PackageManager(  879): Not granting permission android.permission.GET_ACCOUNTS to package com.google.android.keep because it was previously installed without
12-22 06:59:20.627 W/PackageManager(  879): Not granting permission android.permission.WRITE_EXTERNAL_STORAGE to package com.google.android.keep because it was previously installed without
12-22 06:59:20.627 W/PackageManager(  879): Not granting permission android.permission.RECORD_AUDIO to package com.google.android.keep because it was previously installed without
12-22 06:59:20.627 W/PackageManager(  879): Not granting permission android.permission.ACCESS_FINE_LOCATION to package com.google.android.keep because it was previously installed without
12-22 06:59:20.627 W/PackageManager(  879): Not granting permission android.permission.READ_CONTACTS to package com.google.android.keep because it was previously installed without
12-22 06:59:20.627 W/PackageManager(  879): Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.google.android.keep because it was previously installed without
12-22 06:59:20.627 W/PackageManager(  879): Not granting permission android.permission.REGISTER_CONNECTION_MANAGER to package com.google.android.talk (protectionLevel=18 flags=0x3849bec5)
12-22 06:59:20.627 W/PackageManager(  879): Unknown permission com.android.smspush.WAPPUSH_MANAGER_BIND in package com.android.phone
12-22 06:59:20.628 W/PackageManager(  879): Unknown permission com.android.gallery3d.permission.GALLERY_PROVIDER in package com.android.bluetooth
12-22 06:59:20.629 W/PackageManager(  879): Not granting permission android.permission.BIND_WALLPAPER to package com.google.android.GoogleCamera (protectionLevel=18 flags=0x30583cc5)
12-22 06:59:20.629 I/SystemServiceManager(  879): Starting com.android.server.DeviceIdleController
12-22 06:59:20.707 W/MountService(  879): No primary storage defined yet; hacking together a stub
12-22 06:59:20.707 W/MountService(  879): No primary storage defined yet; hacking together a stub
12-22 06:59:20.708 W/MountService(  879): No primary storage mounted!
12-22 06:59:20.708 D/VoldConnector(  879): SND -> {2 asec list}
12-22 06:59:20.708 D/VoldConnector(  879): RCV <- {200 2 asec operation succeeded}
12-22 06:59:20.713 I/SystemServiceManager(  879): Starting com.android.server.devicepolicy.DevicePolicyManagerService$Lifecycle
12-22 06:59:20.718 I/SystemServer(  879): Status Bar
12-22 06:59:20.723 I/SystemServer(  879): Clipboard Service
12-22 06:59:20.726 I/SystemServer(  879): NetworkManagement Service
12-22 06:59:20.733 I/SystemServer(  879): Text Service Manager Service
12-22 06:59:20.738 I/SystemServer(  879): Network Score Service
12-22 06:59:20.746 I/SystemServer(  879): NetworkStats Service
12-22 06:59:20.751 I/SystemServer(  879): NetworkPolicy Service
12-22 06:59:20.775 I/SystemServiceManager(  879): Starting com.android.server.wifi.p2p.WifiP2pService
12-22 06:59:20.813 I/WifiP2pService(  879): Registering wifip2p
12-22 06:59:20.816 I/SystemServiceManager(  879): Starting com.android.server.wifi.WifiService
12-22 06:59:20.924 D/HS20    (  879): Passpoint is enabled
12-22 06:59:20.930 D/WifiStateMachine(  879): initializing with and will revert to 00 on MCC loss
12-22 06:59:20.934 D/WifiController(  879): isAirplaneModeOn = false, isWifiEnabled = true, isScanningAvailable = true
12-22 06:59:20.935 I/WifiService(  879): Registering wifi
12-22 06:59:20.937 I/SystemServiceManager(  879): Starting com.android.server.wifi.WifiScanningService
12-22 06:59:20.937 I/WifiScanningService(  879): Creating wifiscanner
12-22 06:59:20.937 I/WifiScanningService(  879): Starting wifiscanner
12-22 06:59:20.938 I/SystemServiceManager(  879): Starting com.android.server.wifi.RttService
12-22 06:59:20.938 I/RttService(  879): Creating rttmanager
12-22 06:59:20.939 I/RttService(  879): Starting rttmanager
12-22 06:59:20.939 I/SystemServiceManager(  879): Starting com.android.server.ethernet.EthernetService
12-22 06:59:20.941 I/EthernetServiceImpl(  879): Creating EthernetConfigStore
12-22 06:59:20.942 E/IpConfigStore(  879): Error parsing configuration: java.io.FileNotFoundException: /data/misc/ethernet/ipconfig.txt: open failed: ENOENT (No such file or directory)
12-22 06:59:20.942 W/EthernetConfigStore(  879): No Ethernet configuration found. Using default.
12-22 06:59:20.943 I/EthernetServiceImpl(  879): Read stored IP configuration: IP assignment: DHCP
12-22 06:59:20.943 I/EthernetServiceImpl(  879): Proxy settings: NONE
12-22 06:59:20.943 I/EthernetService(  879): Registering service ethernet
12-22 06:59:20.944 I/SystemServer(  879): Connectivity Service
12-22 06:59:20.946 D/ConnectivityService(  879): ConnectivityService starting up
12-22 06:59:20.950 D/ConnectivityService(  879): wifiOnly=false
12-22 06:59:20.956 I/SystemServer(  879): Network Service Discovery Service
12-22 06:59:20.958 D/NsdService(  879): Network service discovery enabled true
12-22 06:59:20.961 I/SystemServer(  879): UpdateLock Service
12-22 06:59:20.962 I/SystemServiceManager(  879): Starting com.android.server.notification.NotificationManagerService
12-22 06:59:20.978 D/ConditionProviders(  879): Subscribing to condition://android/event?userId=-10000&calendar=&reply=1 with ComponentInfo{android/com.android.server.notification.EventConditionProvider}
12-22 06:59:20.978 D/ConditionProviders(  879): Subscribing to condition://android/schedule?days=1.2.3.4.5&start=22.0&end=7.0 with ComponentInfo{android/com.android.server.notification.ScheduleConditionProvider}
12-22 06:59:20.978 D/ConditionProviders(  879): Subscribing to condition://android/schedule?days=6.7&start=23.30&end=10.0 with ComponentInfo{android/com.android.server.notification.ScheduleConditionProvider}
12-22 06:59:20.980 I/SystemServiceManager(  879): Starting com.android.server.storage.DeviceStorageMonitorService
12-22 06:59:20.985 I/SystemServer(  879): Location Manager
12-22 06:59:20.989 I/SystemServer(  879): Country Detector
12-22 06:59:20.990 I/SystemServer(  879): Search Service
12-22 06:59:20.991 I/SystemServer(  879): DropBox Service
12-22 06:59:20.993 I/SystemServer(  879): Wallpaper Service
12-22 06:59:20.996 I/SystemServer(  879): Audio Service
12-22 06:59:21.002 W/TelecomManager(  879): Telecom Service not found.
12-22 06:59:21.005 E/AudioFlinger(  487): no wake lock to update!
12-22 06:59:21.005 E/AudioFlinger(  487): no wake lock to update!
12-22 06:59:21.006 E/AudioFlinger(  487): no wake lock to update!
12-22 06:59:21.006 E/AudioFlinger(  487): no wake lock to update!
12-22 06:59:21.007 E/AudioFlinger(  487): no wake lock to update!
12-22 06:59:21.009 D/PermissionCache(  487): checking android.permission.MODIFY_AUDIO_SETTINGS for uid=1000 => granted (1474 us)
12-22 06:59:21.009 D/PermissionCache(  487): checking android.permission.MODIFY_AUDIO_SETTINGS for uid=1000 => granted (2076 us)
12-22 06:59:21.010 D/audio_hw_primary(  487): adev_set_mic_mute: state 0
12-22 06:59:21.044 I/SystemServiceManager(  879): Starting com.android.server.DockObserver
12-22 06:59:21.044 W/DockObserver(  879): This kernel does not have dock station support
12-22 06:59:21.045 I/SystemServer(  879): Wired Accessory Manager
12-22 06:59:21.046 W/WiredAccessoryManager(  879): This kernel does not have usb audio support
12-22 06:59:21.046 W/WiredAccessoryManager(  879): This kernel does not have HDMI audio support
12-22 06:59:21.046 I/SystemServiceManager(  879): Starting com.android.server.midi.MidiService$Lifecycle
12-22 06:59:21.052 I/SystemServiceManager(  879): Starting com.android.server.usb.UsbService$Lifecycle
12-22 06:59:21.067 I/SystemServer(  879): Serial Service
12-22 06:59:21.069 I/SystemServiceManager(  879): Starting com.android.server.twilight.TwilightService
12-22 06:59:21.073 I/SystemServiceManager(  879): Starting com.android.server.job.JobSchedulerService
12-22 06:59:21.081 I/SystemServiceManager(  879): Starting com.android.server.backup.BackupManagerService$Lifecycle
12-22 06:59:21.085 I/SystemServiceManager(  879): Starting com.android.server.appwidget.AppWidgetService
12-22 06:59:21.090 I/SystemServiceManager(  879): Starting com.android.server.voiceinteraction.VoiceInteractionManagerService
12-22 06:59:21.093 D/PermissionCache(  487): checking android.permission.CAPTURE_AUDIO_HOTWORD for uid=1000 => granted (239 us)
12-22 06:59:21.097 I/SystemServer(  879): Gesture Launcher Service
12-22 06:59:21.097 I/SystemServiceManager(  879): Starting com.android.server.GestureLauncherService
12-22 06:59:21.098 I/SystemServer(  879): DiskStats Service
12-22 06:59:21.099 I/SystemServer(  879): SamplingProfiler Service
12-22 06:59:21.106 I/SystemServer(  879): NetworkTimeUpdateService
12-22 06:59:21.107 I/SystemServer(  879): CommonTimeManagementService
12-22 06:59:21.109 I/SystemServer(  879): CertBlacklister
12-22 06:59:21.111 I/SystemServiceManager(  879): Starting com.android.server.dreams.DreamManagerService
12-22 06:59:21.115 I/SystemServer(  879): Assets Atlas Service
12-22 06:59:21.123 I/SystemServiceManager(  879): Starting com.android.server.print.PrintManagerService
12-22 06:59:21.124 D/AssetAtlas(  879): Loaded configuration: SliceMinArea (1600x2048) flags=0x2 count=360
12-22 06:59:21.126 I/SystemServiceManager(  879): Starting com.android.server.restrictions.RestrictionsManagerService
12-22 06:59:21.128 I/SystemServiceManager(  879): Starting com.android.server.media.MediaSessionService
12-22 06:59:21.133 D/WifiApConfigStore(  879): 2G band allowed channels are:1,6,11
12-22 06:59:21.134 I/SystemServer(  879): Media Router Service
12-22 06:59:21.137 I/SystemServiceManager(  879): Starting com.android.server.trust.TrustManagerService
12-22 06:59:21.159 I/SystemServiceManager(  879): Starting com.android.server.fingerprint.FingerprintService
12-22 06:59:21.164 D/PermissionCache(  518): checking android.permission.MANAGE_FINGERPRINT for uid=1000 => granted (880 us)
12-22 06:59:21.165 V/fingerprintd(  518): nativeOpenHal()
12-22 06:59:21.174 D/QSEECOMAPI: (  518): QSEECom_get_handle sb_length = 0x400
12-22 06:59:21.174 D/QSEECOMAPI: (  518): App is not loaded in QSEE
12-22 06:59:21.207 I/Adreno  (  879): QUALCOMM build                   : 63c06b2, I8366cd0437
12-22 06:59:21.207 I/Adreno  (  879): Build Date                       : 10/21/15
12-22 06:59:21.207 I/Adreno  (  879): OpenGL ES Shader Compiler Version: XE031.05.13.02
12-22 06:59:21.207 I/Adreno  (  879): Local Branch                     :
12-22 06:59:21.207 I/Adreno  (  879): Remote Branch                    : quic/LA.BF64.1.2.9_v2
12-22 06:59:21.207 I/Adreno  (  879): Remote Branch                    : NONE
12-22 06:59:21.207 I/Adreno  (  879): Reconstruct Branch               : NOTHING
12-22 06:59:21.216 I/ServiceManager(  515): Waiting for service AtCmdFwd...
12-22 06:59:21.233 I/hubconnection(  879): sensorhub said: 'Found Bosch BMM150 Mag Sensor'
12-22 06:59:21.243 D/AssetAtlas(  879): Rendered atlas in 100,06ms (58,28+41,78ms)
12-22 06:59:21.293 D/QSEECOMAPI: (  518): Loaded image: APP id = 4
12-22 06:59:21.294 D/QSEECOMAPI: (  518): QSEECom_get_handle sb_length = 0x400
12-22 06:59:21.294 D/QSEECOMAPI: (  518): App is already loaded QSEE and app id = 3
12-22 06:59:21.296 D/QSEECOMAPI: (  518): QSEECom_dealloc_memory
12-22 06:59:21.296 D/QSEECOMAPI: (  518): QSEECom_shutdown_app, app_id = 3
12-22 06:59:22.057 E/fingerprintd(  518): Wrong fp version. Expected 512, got 256
12-22 06:59:22.057 V/fingerprintd(  518): fingerprint HAL successfully initialized
12-22 06:59:22.085 V/fingerprintd(  518): setActiveGroup(0, /data/system/users/0/fpdata, 27)
12-22 06:59:22.125 V/FingerprintService(  879): Fingerprint HAL id: 547602239488
12-22 06:59:22.125 I/SystemServer(  879): BackgroundDexOptService
12-22 06:59:22.127 I/SystemServiceManager(  879): Starting com.android.server.pm.LauncherAppsService
12-22 06:59:22.129 I/SystemServiceManager(  879): Starting com.android.server.media.projection.MediaProjectionManagerService
12-22 06:59:22.135 I/WindowManager(  879): SAFE MODE not enabled
12-22 06:59:22.137 I/SystemServiceManager(  879): Starting com.android.server.MmsServiceBroker
12-22 06:59:22.205 E/LockSettingsStorage(  879): Cannot read file java.io.FileNotFoundException: /data/system/password.key: open failed: ENOENT (No such file or directory)
12-22 06:59:22.207 I/SystemServiceManager(  879): Starting phase 480
12-22 06:59:22.217 W/Atfwd_Sendcmd(  515): AtCmdFwd service not published, waiting... retryCnt : 2
12-22 06:59:22.223 I/SystemServiceManager(  879): Starting phase 500
12-22 06:59:22.227 D/BluetoothService(  879): onBootPhase: PHASE_SYSTEM_SERVICES_READY
12-22 06:59:22.230 I/WifiService(  879): WifiService starting up with Wi-Fi enabled
12-22 06:59:22.232 D/WifiService(  879): setWifiEnabled: true pid=879, uid=1000
12-22 06:59:22.232 E/WifiService(  879): Invoking mWifiStateMachine.setWifiEnabled
12-22 06:59:22.234 D/WifiController(  879): WifiController msg { when=0 what=155656 target=com.android.internal.util.StateMachine$SmHandler } deferred for 499ms
12-22 06:59:22.237 D/WifiService(  879): New client listening to asynchronous messages
12-22 06:59:22.240 I/WifiScanningService(  879): Registering wifiscanner
12-22 06:59:22.243 I/RttService(  879): Registering rttmanager
12-22 06:59:22.246 I/EthernetServiceImpl(  879): Starting Ethernet service
12-22 06:59:22.249 D/Ethernet(  879): Registering NetworkFactory
12-22 06:59:22.249 D/ConnectivityService(  879): Got NetworkFactory Messenger for Ethernet
12-22 06:59:22.250 D/Ethernet(  879): got request NetworkRequest [ id=1, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 0
12-22 06:59:22.739 D/WifiController(  879): DEFERRED_TOGGLE handled
12-22 06:59:23.092 D/Tethering(  879): sendTetherStateChangedBroadcast 1, 0, 0
12-22 06:59:23.095 D/Tethering(  879): InitialState.processMessage what=4
12-22 06:59:23.097 D/Tethering(  879): sendTetherStateChangedBroadcast 0, 0, 0
12-22 06:59:23.104 D/SoftapController(  482): Softap fwReload - Ok
12-22 06:59:23.105 E/NetdConnector(  879): NDC Command {1 softap fwreload wlan0 STA} took too long (871ms)
12-22 06:59:23.107 E/cnss-daemon(  511): wlan0CA6174_REV3_2 interface name wlan0 5
12-22 06:59:23.108 E/cnss-daemon(  511): p2p00CA6174_REV3_2 interface name p2p0 4
12-22 06:59:23.108 E/cnss-daemon(  511): wlan_service_rps_enable: unable to open /sys/class/net/p2p0/queues/rx-0/rps_cpus
12-22 06:59:23.113 E/NetdConnector(  879): NDC Command {2 interface list} took too long (863ms)
12-22 06:59:23.116 D/CommandListener(  482): Setting iface cfg
12-22 06:59:23.116 D/CommandListener(  482): Trying to bring down wlan0
12-22 06:59:23.119 D/CommandListener(  482): Clearing all IP addresses on wlan0
12-22 06:59:23.126 E/WifiMonitor(  879): killSupplicant p2ptrue init.svc.wpa_supplicant=unknown init.svc.p2p_supplicant=unknown
12-22 06:59:23.126 V/BackupManagerService(  879): No ancestral data
12-22 06:59:23.176 V/KeyValueBackupJob(  879): Scheduling k/v pass in 249 minutes
12-22 06:59:23.215 V/BackupManagerService(  879): Starting with transport com.google.android.gms/.backup.BackupTransportService
12-22 06:59:23.215 V/BackupManagerService(  879): Found transports: 2
12-22 06:59:23.222 I/BackupManagerService(  879): Found stale backup journal, scheduling
12-22 06:59:23.242 D/wifi    (  879): set interface wlan0 flags (UP)
12-22 06:59:23.242 I/WifiHAL (  879): Initializing wifi
12-22 06:59:23.247 I/WifiHAL (  879): nl_socket_set_buffer_size successful for user_sock
12-22 06:59:23.247 I/WifiHAL (  879): Initiialized diag sock successfully
