--------- beginning of main
03-03 07:01:51.590 W/auditd  (  335): type=2000 audit(0.0:1): initialized
--------- beginning of system
03-03 07:01:54.521 I/vold    (  338): Vold 3.0 (the awakening) firing up
03-03 07:01:54.521 V/vold    (  338): Detected support for: ext4 vfat
03-03 07:01:54.778 I/rmt_storage(  369): Shared memory initialised successfully.
12-22 08:48:38.600 D/NxpTml  ( 3691): PN54X - Write request NOT enabled
12-22 08:48:38.609 V/GLSActivity( 3637): AuthDelegateWrapperCreated with selected intent: Intent { cmp=com.google.android.gms/.auth.DefaultAuthDelegateService }
12-22 08:48:38.610 D/NxpTml  ( 3691): bThreadDone == 0
12-22 08:48:38.610 D/NxpTml  ( 3691): phTmlNfc_i2c_reset(), VEN level 0
12-22 08:48:38.611 V/GLSActivity( 3637): AuthDelegateWrapperCreated with selected intent: Intent { cmp=com.google.android.gms/.auth.DefaultAuthDelegateService }
12-22 08:48:38.924 D/NxpHal  ( 3691): phNxpNciHal_close - phOsalNfc_DeInit completed
12-22 08:48:38.924 D/NxpHal  ( 3691): Failed to deallocate (list empty)
12-22 08:48:38.924 D/NxpHal  ( 3691): Node dump:
12-22 08:48:38.924 D/NxpHal  ( 3691): Failed to deallocate (list empty)
12-22 08:48:38.924 D/NxpHal  ( 3691): Node dump:
12-22 08:48:38.924 I/BrcmNfcNfa( 3691): LLCP - llcp_cleanup ()
12-22 08:48:38.924 I/BrcmNfcNfa( 3691): LLCP_Deregister () SAP:0x1
12-22 08:48:38.924 I/BrcmNfcNfa( 3691): LLCP_FlushLogicalLinkRxData () Local SAP:0x1
12-22 08:48:38.924 I/BrcmNfcNfa( 3691): nfc_main_handle_hal_evt(): HAL event=0x1
12-22 08:48:38.925 I/BrcmNfcNfa( 3691): nfc_set_state 7 (W4_HAL_CLOSE)->0 (NONE)
12-22 08:48:38.925 I/BrcmNfcNfa( 3691): nfa_dm_nfc_response_cback () NFC_DISABLE_REVT(0x5001)
12-22 08:48:38.925 I/BrcmNfcNfa( 3691): nfa_sys: deregistering subsystem 1
12-22 08:48:38.925 D/BrcmNfcJni( 3691): nfaDeviceManagementCallback: enter; event=0x1
12-22 08:48:38.925 D/BrcmNfcJni( 3691): nfaDeviceManagementCallback: NFA_DM_DISABLE_EVT
12-22 08:48:38.925 D/BrcmNfcJni( 3691): PeerToPeer::handleNfcOnOff: enter; is on=0
12-22 08:48:38.925 D/BrcmNfcJni( 3691): PeerToPeer::handleNfcOnOff: exit
12-22 08:48:38.925 D/BrcmNfcJni( 3691): nativeNfcTag_abortWaits
12-22 08:48:38.925 D/NfcAdaptation( 3691): NfcAdaptation::Finalize: enter
12-22 08:48:39.826 I/BrcmNfcNfa( 3691): GKI TASK_DEAD received. exit thread 3...
12-22 08:48:39.927 D/NfcAdaptation( 3691): NfcAdaptation::Finalize: exit
12-22 08:48:39.927 D/BrcmNfcJni( 3691): nfcManager_doDeinitialize: exit
12-22 08:48:39.927 D/NfcAdaptation( 3691): NfcAdaptation::NFCA_TASK: exit
12-22 08:48:41.121 E/QCALOG  (  526): [MessageQ] ProcessNewMessage: [LOWI-SERVER] unknown deliver target [OS-Agent]
12-22 08:48:41.699 W/Settings( 3691): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
12-22 08:48:41.699 I/NfcService( 3691): Enabling NFC
12-22 08:48:41.699 D/WirelessSettings( 6311): onPreferenceTreeClick: preference=NFC Datenaustausch bei Kontakt mit anderen Geräten zulassen
12-22 08:48:41.703 D/BrcmNfcJni( 3691): nfcManager_doInitialize: enter; ver=NFCDROID-AOSP_M_00.01 nfa=NFA_PI_1.03.66+ NCI_VERSION=0x10
12-22 08:48:41.703 D/BrcmNfcJni( 3691): PowerSwitch::initialize: level=PS-FULL (1)
12-22 08:48:41.703 D/NfcAdaptation( 3691): bool CNfcConfig::readConfig(const char*, bool) Opened base config /etc/libnfc-brcm.conf
12-22 08:48:41.715 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found SCREEN_OFF_POWER_STATE=(0x1)
12-22 08:48:41.715 D/BrcmNfcJni( 3691): PowerSwitch::initialize: desired screen-off state=1
12-22 08:48:41.715 D/NfcAdaptation( 3691): NfcAdaptation::Initialize: enter
12-22 08:48:41.715 E/NfcAdaptation( 3691): NfcAdaptation::Initialize: ver=NFCDROID-AOSP_M_00.01 nfa=NFA_PI_1.03.66+
12-22 08:48:41.715 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NFA_STORAGE=/data/nfc
12-22 08:48:41.715 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found PROTOCOL_TRACE_LEVEL=(0x0)
12-22 08:48:41.715 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NFA_MAX_EE_SUPPORTED=(0x5)
12-22 08:48:41.715 D/NfcAdaptation( 3691): NfcAdaptation::Initialize: Overriding NFA_EE_MAX_EE_SUPPORTED to use 5
12-22 08:48:41.715 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NFA_POLL_BAIL_OUT_MODE=(0x1)
12-22 08:48:41.716 D/NfcAdaptation( 3691): NfcAdaptation::Initialize: Overriding NFA_POLL_BAIL_OUT_MODE to use 1
12-22 08:48:41.716 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NFA_PROPRIETARY_CFG=����p��
12-22 08:48:41.716 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found APPL_TRACE_LEVEL=(0x5)
12-22 08:48:41.716 D/BrcmNfcJni( 3691): initializeGlobalAppLogLevel: level=5
12-22 08:48:41.716 D/        ( 3691): verify_stack_non_volatile_store
12-22 08:48:41.716 D/NfcNciHal( 3691): crcChecksumVerifyIntegrity: filename=/data/nfc/nfaStorage.bin1
12-22 08:48:41.716 D/NfcNciHal( 3691): crcChecksumVerifyIntegrity: data size=288
12-22 08:48:41.716 D/NfcNciHal( 3691): crcChecksumVerifyIntegrity: filename=/data/nfc/nfaStorage.bin2
12-22 08:48:41.717 D/NfcNciHal( 3691): crcChecksumVerifyIntegrity: filename=/data/nfc/nfaStorage.bin3
12-22 08:48:41.717 D/NfcNciHal( 3691): crcChecksumVerifyIntegrity: filename=/data/nfc/nfaStorage.bin4
12-22 08:48:41.717 D/NfcNciHal( 3691): crcChecksumVerifyIntegrity: filename=/data/nfc/nfaStorage.bin5
12-22 08:48:41.717 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found PRESERVE_STORAGE=(0x1)
12-22 08:48:41.717 D/NfcAdaptation( 3691): Initialize: preserve stack NV store
12-22 08:48:41.717 D/NfcAdaptation( 3691): NfcAdaptation::NFCA_TASK: enter
12-22 08:48:41.717 I/BrcmNfcNfa( 3691): GKI_run(): Start/Stop GKI_timer_update_registered!
12-22 08:48:41.718 D/NfcAdaptation( 3691): NfcAdaptation::Thread: enter
12-22 08:48:41.718 I/BrcmNfcNfa( 3691): NFC_TASK started.
12-22 08:48:41.718 D/NfcAdaptation( 3691): NfcAdaptation::Thread: exit
12-22 08:48:41.718 D/NfcAdaptation( 3691): NfcAdaptation::InitializeHalDeviceContext: enter
12-22 08:48:41.718 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NCI_HAL_MODULE=nfc_nci
12-22 08:48:41.719 D/NxpNfcNciHal( 3691): nfc_open: enter; name=nci
12-22 08:48:41.719 D/NxpNfcNciHal( 3691): nfc_open: exit 0
12-22 08:48:41.719 D/NfcAdaptation( 3691): NfcAdaptation::InitializeHalDeviceContext: exit
12-22 08:48:41.719 D/NfcAdaptation( 3691): NfcAdaptation::Initialize: exit
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): NFA_Init ()
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): nfa_dm_init ()
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): nfa_sys_register () id=1, enable_cplt_mask=0x0
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): nfa_p2p_init ()
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): nfa_sys_register () id=3, enable_cplt_mask=0x8
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): nfa_rw_init ()
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): nfa_sys_register () id=6, enable_cplt_mask=0x48
12-22 08:48:41.719 I/BrcmNfcNfa( 3691): nfa_ce_init ()
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): nfa_sys_register () id=7, enable_cplt_mask=0xc8
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): nfa_ee_init ()
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): nfa_sys_register () id=2, enable_cplt_mask=0xcc
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): nfa_hci_init ()
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): nfa_sys_register () id=8, enable_cplt_mask=0x1cc
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): LLCP - llcp_init ()
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): num_rx_buff = 9, rx_congest_start = 6, rx_congest_end = 4, max_num_ll_rx_buff = 2
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): max_num_tx_buff = 21, max_num_ll_tx_buff = 6
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): LLCP_RegisterServer (): SAP:0x1, link_type:0x2, ServiceName:<urn:nfc:sn:sdp>
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): LLCP_RegisterServer (): Registered SAP = 0x01
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): NFA_Enable ()
12-22 08:48:41.720 D/NfcAdaptation( 3691): const CNfcParam* CNfcConfig::find(const char*) const found APPL_TRACE_LEVEL=(0x5)
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): NFA got event 0x0100
12-22 08:48:41.720 D/BrcmNfcJni( 3691): initializeGlobalAppLogLevel: level=5
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): NFC_SetTraceLevel () new_level = 5
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): NFC_SetTraceLevel () new_level = 5
12-22 08:48:41.720 I/BrcmNfcNfa( 3691): nfa_dm_enable ()
12-22 08:48:41.721 I/BrcmNfcNfa( 3691): NFC_Enable ()
12-22 08:48:41.721 I/BrcmNfcNfa( 3691): nfc_set_state 0 (NONE)->1 (W4_HAL_OPEN)
12-22 08:48:41.721 D/NfcAdaptation( 3691): NfcAdaptation::HalOpen
12-22 08:48:41.725 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXPLOG_TML_LOGLEVEL=(0x3)
12-22 08:48:41.725 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXPLOG_FWDNLD_LOGLEVEL=(0x3)
12-22 08:48:41.725 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXPLOG_NCIX_LOGLEVEL=(0x3)
12-22 08:48:41.726 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXPLOG_NCIR_LOGLEVEL=(0x3)
12-22 08:48:41.726 D/        ( 3691): phNxpLog_InitializeLogLevel: global =1, Fwdnld =3, extns =3,                 hal =3, tml =3, ncir =3,                 ncix =3
12-22 08:48:41.726 D/NxpHal  ( 3691): Entering phNxpNciHal_init_monitor
12-22 08:48:41.726 D/NxpHal  ( 3691): Returning with SUCCESS
12-22 08:48:41.726 D/NxpHal  ( 3691): JZJZ: open: Initialize the TML layer..
12-22 08:48:41.726 D/NxpTml  ( 3691): Opening port=/dev/pn54x
12-22 08:48:41.726 D/NxpTml  ( 3691): phTmlNfc_i2c_reset(), VEN level 1
12-22 08:48:41.844 D/NxpTml  ( 3691): phTmlNfc_i2c_reset(), VEN level 0
12-22 08:48:41.964 D/NxpTml  ( 3691): phTmlNfc_i2c_reset(), VEN level 1
12-22 08:48:41.984 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Started................
12-22 08:48:41.984 D/NxpHal  ( 3691): JZJZ: open: TML layer initialized, create client thread..
12-22 08:48:41.985 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:41.985 D/NxpHal  ( 3691): JZJZ: open: client thread created :-)
12-22 08:48:41.985 D/NxpHal  ( 3691): JZJZ: open: sending NCI reset command to NFCC...
12-22 08:48:41.985 D/NxpHal  ( 3691): thread started
12-22 08:48:41.985 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:41.985 D/NxpTml  ( 3691): PN54X - Tml Reader Thread Started................
12-22 08:48:41.985 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:41.985 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:41.985 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:41.986 D/NxpNciX ( 3691): len =   4 > 20000101
12-22 08:48:41.987 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:41.987 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:41.987 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:41.987 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:41.988 D/NxpHal  ( 3691): Response timer started
12-22 08:48:41.990 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:41.990 D/NxpNciR ( 3691): len =   6 > 400003001101
12-22 08:48:41.990 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:41.991 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:41.991 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:41.991 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:41.988 D/NxpHal  ( 3691): Waiting after ext cmd sent
12-22 08:48:42.001 D/NxpHal  ( 3691): Response timer stopped
12-22 08:48:42.001 D/NxpHal  ( 3691): Checking response
12-22 08:48:42.001 D/NxpHal  ( 3691): JZJZ: open: sending NCI init command to NFCC...
12-22 08:48:42.001 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:42.002 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:42.002 D/NxpNciX ( 3691): len =   3 > 200100
12-22 08:48:42.002 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:42.002 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:42.002 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:42.002 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:42.002 D/NxpHal  ( 3691): Response timer started
12-22 08:48:42.002 D/NxpHal  ( 3691): Waiting after ext cmd sent
12-22 08:48:42.003 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:42.003 D/NxpNciR ( 3691): len =  28 > 40011900031E030008000102038081828302D002FF02000428100119
12-22 08:48:42.003 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:42.003 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:42.003 D/NxpHal  ( 3691): NxpNci> FW Version: 10.1.19
12-22 08:48:42.003 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:42.003 D/NxpHal  ( 3691): Response timer stopped
12-22 08:48:42.003 D/NxpHal  ( 3691): Checking response
12-22 08:48:42.003 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:42.003 D/NxpHal  ( 3691): JZJZ: open: enable i2c frgamentation...
12-22 08:48:42.003 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXP_I2C_FRAGMENTATION_ENABLED=(0x0)
12-22 08:48:42.003 D/NxpHal  ( 3691): JZJZ: enable_i2c_fragmentation: send command for querying fragmentation state {0x20, 0x03, 0x03, 0x01 ,0xA0 ,0x05} to NFCC..
12-22 08:48:42.004 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:42.004 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:42.004 D/NxpNciX ( 3691): len =   6 > 20030301A005
12-22 08:48:42.004 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:42.004 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:42.004 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:42.004 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:42.005 D/NxpHal  ( 3691): Response timer started
12-22 08:48:42.005 D/NxpHal  ( 3691): Waiting after ext cmd sent
12-22 08:48:42.005 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:42.005 D/NxpNciR ( 3691): len =   9 > 4003060001A0050100
12-22 08:48:42.005 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:42.005 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:42.005 D/NxpHal  ( 3691): phNxpNciHal_print_res_status: response status =STATUS_OK
12-22 08:48:42.005 D/NxpHal  ( 3691): Response timer stopped
12-22 08:48:42.005 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:42.005 D/NxpHal  ( 3691): Checking response
12-22 08:48:42.005 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:42.005 E/NxpHal  ( 3691): i2c_fragmentation_status existing
12-22 08:48:42.005 D/NxpFwDnld( 3691): Allocating Mem for Dnld Context..
12-22 08:48:42.005 D/NxpFwDnld( 3691): JZJZ init Img Info: NFC_NXP_CHIP_TYPE == PN548C2
12-22 08:48:42.006 D/NxpFwDnld( 3691): @@@/system/vendor/firmware/libpn548ad_fw.so
12-22 08:48:42.006 D/NxpFwDnld( 3691): FW Image Length - ImageInfoLen 34422
12-22 08:48:42.006 D/NxpFwDnld( 3691): FW Image Info Pointer - pImageInfo 85a144e0
12-22 08:48:42.006 D/NxpFwDnld( 3691): MW Major Version Num - 1
12-22 08:48:42.006 D/NxpFwDnld( 3691): MW Minor Version Num - 0
12-22 08:48:42.006 D/NxpFwDnld( 3691): FW Major Version Num - 1
12-22 08:48:42.006 D/NxpFwDnld( 3691): FW Minor Version Num - 19
12-22 08:48:42.006 D/NxpFwDnld( 3691): FW Image Length - 34422
12-22 08:48:42.006 D/NxpFwDnld( 3691): FW Image Info Pointer - 85a144e0
12-22 08:48:42.006 D/NxpHal  ( 3691): FW version for FW file = 0x119
12-22 08:48:42.007 D/NxpHal  ( 3691): FW version from device = 0x100119
12-22 08:48:42.007 D/NxpHal  ( 3691): FW uptodate not required
12-22 08:48:42.007 E/NxpFwDnld( 3691): Freeing Mem for Dnld Context..
12-22 08:48:42.007 D/NfcAdaptation( 3691): NfcAdaptation::HalDeviceContextCallback: event=0
12-22 08:48:42.007 I/BrcmNfcNfa( 3691): nfc_main_hal_cback event: HAL_NFC_OPEN_CPLT_EVT(0x0), status=0
12-22 08:48:42.007 I/BrcmNfcNfa( 3691): NFC_TASK got NFC_TASK_EVT_TRANSPORT_READY.
12-22 08:48:42.007 I/BrcmNfcNfa( 3691): nfc_set_state 1 (W4_HAL_OPEN)->2 (CORE_INIT)
12-22 08:48:42.007 D/NfcAdaptation( 3691): NfcAdaptation::HalWrite
12-22 08:48:42.007 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found MIFARE_READER_ENABLE=(0x1)
12-22 08:48:42.007 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:42.007 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:42.007 D/NxpNciX ( 3691): len =   4 > 20000101
12-22 08:48:42.007 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:42.007 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:42.007 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:42.007 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:42.010 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:42.010 D/NxpNciR ( 3691): len =   6 > 400003001101
12-22 08:48:42.010 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:42.010 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:42.010 D/NfcAdaptation( 3691): NfcAdaptation::HalDeviceContextDataCallback: len=6
12-22 08:48:42.010 I/BrcmNfcNfa( 3691): NFC received rsp gid:0
12-22 08:48:42.010 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:42.010 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:42.010 I/BrcmNfcNfa( 3691): nci_proc_core_rsp opcode:0x0
12-22 08:48:42.010 E/BrcmNfcNfa( 3691): NCI version mismatch!!:0x10 != 0x11 
12-22 08:48:42.010 D/NfcAdaptation( 3691): NfcAdaptation::HalWrite
12-22 08:48:42.010 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found MIFARE_READER_ENABLE=(0x1)
12-22 08:48:42.010 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:42.010 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:42.011 D/NxpNciX ( 3691): len =   3 > 200100
12-22 08:48:42.011 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:42.011 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:42.011 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:42.011 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:42.011 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:42.011 D/NxpNciR ( 3691): len =  28 > 40011900031E030008000102038081828302D002FF02000428100119
12-22 08:48:42.011 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:42.012 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:42.012 D/NxpHal  ( 3691): NxpNci> FW Version: 10.1.19
12-22 08:48:42.012 D/NfcAdaptation( 3691): NfcAdaptation::HalDeviceContextDataCallback: len=28
12-22 08:48:42.012 I/BrcmNfcNfa( 3691): NFC received rsp gid:0
12-22 08:48:42.012 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:42.012 I/BrcmNfcNfa( 3691): nci_proc_core_rsp opcode:0x1
12-22 08:48:42.012 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:42.012 I/BrcmNfcNfa( 3691): nfc_set_state 2 (CORE_INIT)->3 (W4_POST_INIT_CPLT)
12-22 08:48:42.012 D/NfcAdaptation( 3691): NfcAdaptation::HalCoreInitialized
12-22 08:48:42.012 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXP_ACT_PROP_EXTN=/
12-22 08:48:42.012 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:42.012 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:42.012 D/NxpNciX ( 3691): len =   3 > 2F0200
12-22 08:48:42.012 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:42.012 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:42.012 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:42.012 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:42.013 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:42.013 D/NxpNciR ( 3691): len =   8 > 4F02050000009A72
12-22 08:48:42.013 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:42.013 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:42.013 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:42.013 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:42.012 D/NxpHal  ( 3691): Response timer started
12-22 08:48:42.014 D/NxpHal  ( 3691): Waiting after ext cmd sent
12-22 08:48:42.014 D/NxpHal  ( 3691): Response timer stopped
12-22 08:48:42.014 D/NxpHal  ( 3691): Checking response
12-22 08:48:42.014 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:42.015 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:42.015 D/NxpNciX ( 3691): len =   6 > 20030301A00F
12-22 08:48:42.015 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:42.015 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:42.015 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:42.015 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:42.016 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:42.016 D/NxpNciR ( 3691): len =  40 > 4003250001A00F200001190103000300000000000000000000000000000000000000000000000000
12-22 08:48:42.016 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:42.016 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:42.016 D/NxpHal  ( 3691): phNxpNciHal_print_res_status: response status =STATUS_OK
12-22 08:48:42.016 D/NxpTml  ( 3691): PN54X - Read requested.....
12-22 08:48:42.016 D/NxpTml  ( 3691): PN54X - Invoking I2C Read.....
12-22 08:48:42.016 D/NxpHal  ( 3691): Response timer started
12-22 08:48:42.016 D/NxpHal  ( 3691): Waiting after ext cmd sent
12-22 08:48:42.016 D/NxpHal  ( 3691): Response timer stopped
12-22 08:48:42.017 D/NxpHal  ( 3691): Checking response
12-22 08:48:42.017 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXP_SYS_CLK_SRC_SEL=(0x1)
12-22 08:48:42.017 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXP_SYS_CLK_FREQ_SEL=(0x2)
12-22 08:48:42.017 D/NxpExtns( 3691): const CNfcParam* CNfcConfig::find(const char*) const found NXP_SYS_CLOCK_TO_CFG=(0x1a)
12-22 08:48:42.017 D/NxpFwDnld( 3691): gphNxpNciHal_fw_IoctlCtx.bClkSrcVal = 0x1
12-22 08:48:42.017 D/NxpFwDnld( 3691): gphNxpNciHal_fw_IoctlCtx.bClkFreqVal = 0x2
12-22 08:48:42.017 D/NxpFwDnld( 3691): gphNxpNciHal_fw_IoctlCtx.bClkFreqVal = 0x1a
12-22 08:48:42.017 D/NxpTml  ( 3691): PN54X - Write requested.....
12-22 08:48:42.017 D/NxpTml  ( 3691): PN54X - Invoking I2C Write.....
12-22 08:48:42.017 D/NxpNciX ( 3691): len =  10 > 20030703A002A003A004
12-22 08:48:42.017 D/NxpTml  ( 3691): PN54X - I2C Write successful.....
12-22 08:48:42.017 D/NxpTml  ( 3691): PN54X - Posting Fresh Write message.....
12-22 08:48:42.017 D/NxpHal  ( 3691): write successful status = 0x0
12-22 08:48:42.017 D/NxpTml  ( 3691): PN54X - Tml Writer Thread Running................
12-22 08:48:42.018 D/NxpHal  ( 3691): Response timer started
12-22 08:48:42.018 D/NxpHal  ( 3691): Waiting after ext cmd sent
12-22 08:48:42.019 D/NxpTml  ( 3691): PN54X - I2C Read successful.....
12-22 08:48:42.019 D/NxpNciR ( 3691): len =  17 > 40030E0003A0020101A0030108A004010A
12-22 08:48:42.019 D/NxpTml  ( 3691): PN54X - Posting read message.....
12-22 08:48:42.019 D/NxpHal  ( 3691): read successful status = 0x0
12-22 08:48:42.019 D/NxpHal  ( 3691): phNxpNciHal_print_res_status: response status =STATUS_OK
12-22 08:48:42.019 D/NxpHal  ( 3691): Response timer stopped
12-22 08:48:42.019 D/NxpTml  ( 3691): PN54X - Read requested.....
